aclnn_api,mindspore,pyboost,kbk,kernel_mod_src,pyboost_src,kernel_mod_gen,pyboost_gen,evidence,via_ops,via_kernel_mod_src,via_pyboost_src,via_kernel_mod_gen,via_pyboost_gen,custom_dispatch_ops,custom_dispatch_names,direct_match,suspected_fusion,cpp_funcs,kernel_mod_files,pyboost_files,remarks
aclnnInplaceExp,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,InplaceExp,InplaceExp,,,,InplaceExp,InplaceExpAscend,InplaceExp,False,InplaceExpAscend,kernel_mod_impl/customize/inplace_exp_aclnn_kernel.cc;kernel_mod_impl/customize/inplace_exp_aclnn_kernel.h,,has_custom_dispatch
aclnnInplaceExp2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceExpm1,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceFfnWorkerScheduler,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceFillDiagonal,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,InplaceFillDiagonal,InplaceFillDiagonal,,,,InplaceFillDiagonal,InplaceFillDiagonalAscend,InplaceFillDiagonal,False,InplaceFillDiagonalAclnnKernelMod,kernel_mod_impl/customize/inplace_fill_diagonal_aclnn_kernel.cc;kernel_mod_impl/customize/inplace_fill_diagonal_aclnn_kernel.h,,has_custom_dispatch
aclnnInplaceFillScalar,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,FillScalar;FullLike;InplaceFillScalar;NewFull;NewOnes,FillScalar;FullLike;InplaceFillScalar;NewFull;NewOnes,,,,InplaceFillScalar,InplaceFillScalarAscend,InplaceFillScalar,False,FillScalarAscend;FullLikeAscendCall;InplaceFillScalarAscend;NewFullAscend;NewOnesAscend,kernel_mod_impl/customize/fill_scalar_aclnn_kernel.cc;kernel_mod_impl/customize/fill_scalar_aclnn_kernel.h;kernel_mod_impl/customize/full_like_aclnn_kernel.cc;kernel_mod_impl/customize/full_like_aclnn_kernel.h;kernel_mod_impl/customize/inplace_fill_scalar_aclnn_kernel.cc;kernel_mod_impl/customize/inplace_fill_scalar_aclnn_kernel.h;...(+4),,shared_by_5_ops;has_custom_dispatch
aclnnInplaceFillTensor,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,FillTensor;InplaceFillTensor,FillTensor;InplaceFillTensor,,,,InplaceFillTensor,InplaceFillTensorAscend,InplaceFillTensor,False,FillTensorAscend;InplaceFillTensorAscend,kernel_mod_impl/customize/fill_tensor_aclnn_kernel.cc;kernel_mod_impl/customize/fill_tensor_aclnn_kernel.h;kernel_mod_impl/customize/inplace_fill_tensor_aclnn_kernel.cc;kernel_mod_impl/customize/inplace_fill_tensor_aclnn_kernel.h,,shared_by_2_ops;has_custom_dispatch
aclnnInplaceFloor,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,InplaceFloor,InplaceFloor,,,,InplaceFloor,InplaceFloorAscend,InplaceFloor,False,InplaceFloorAclnnKernelMod,kernel_mod_impl/customize/inplace_floor_aclnn_kernel.cc;kernel_mod_impl/customize/inplace_floor_aclnn_kernel.h,,has_custom_dispatch
aclnnInplaceFloorDivide,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,InplaceFloorDivide,InplaceFloorDivide,,,,InplaceFloorDivide,InplaceFloorDivideAscend,InplaceFloorDivide,False,InplaceFloorDivideAscend,kernel_mod_impl/customize/inplace_floor_divide_aclnn_kernel.cc;kernel_mod_impl/customize/inplace_floor_divide_aclnn_kernel.h,,has_custom_dispatch
aclnnInplaceFloorDivides,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,InplaceFloorDivides,InplaceFloorDivides,,,,InplaceFloorDivides,InplaceFloorDividesAscend,InplaceFloorDivides,False,InplaceFloorDividesAscend,kernel_mod_impl/customize/inplace_floor_divides_aclnn_kernel.cc;kernel_mod_impl/customize/inplace_floor_divides_aclnn_kernel.h,,has_custom_dispatch
aclnnInplaceFmodScalar,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceFmodTensor,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceFrac,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceGeScalar,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceGeTensor,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceGtScalar,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceGtTensor,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceHardsigmoid,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceHardswish,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnInplaceHardtanh,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,InplaceHardtanh,InplaceHardtanh,,,,InplaceHardtanh,InplaceHardtanhAscend,InplaceHardtanh,False,InplaceHardtanhAclnnKernelMod,kernel_mod_impl/customize/inplace_hardtanh_aclnn_kernel.cc;kernel_mod_impl/customize/inplace_hardtanh_aclnn_kernel.h,,has_custom_dispatch
